iter	RMSE
624	0.02470081798
625	0.02469794687
626	0.02469607081
627	0.02469244703
628	0.02469088478
629	0.02468859893
630	0.02468371375
631	0.0246800293
632	0.0246754981
633	0.02467148903
634	0.0246684005
635	0.02466379642
636	0.02466252439
637	0.02465710731
638	0.02465424904
639	0.02465108856
640	0.02464975146
641	0.02464876034
642	0.02464612546
643	0.02464443956
644	0.02463872719
645	0.02463467457
646	0.02462935939
647	0.02462391298
648	0.02462041564
649	0.02461275615
650	0.02460969409
651	0.02460786285
652	0.0246032812
653	0.02459930677
654	0.02459519474
655	0.02459034027
656	0.02458977644
657	0.0245878469
658	0.02458566253
659	0.02458485678
660	0.02458169467
661	0.02457806799
662	0.02457328677
663	0.02457086268
664	0.02456847463
665	0.02456688881
666	0.02456464906
667	0.0245598195
668	0.02455452702
669	0.02455222616
670	0.02455103912
671	0.02454802383
672	0.02454519079
673	0.02454208053
674	0.0245390939
675	0.02453452433
676	0.02452935746
677	0.02452253918
678	0.02451878978
679	0.02451583397
680	0.02451352973
681	0.024509153
682	0.02450610689
683	0.02450295119
684	0.02449900593
685	0.0244968347
686	0.02449227428
687	0.02449224615
688	0.02449067937
689	0.02448700277
690	0.0244839924
691	0.02448004623
692	0.02447698398
693	0.02447510488
694	0.02447347522
695	0.02447115126
696	0.02446844148
697	0.02446674445
698	0.02446399864
699	0.02446153531
700	0.02445716605
701	0.02445533446
702	0.02445079123
703	0.02444839615
704	0.02444230387
705	0.024437885
706	0.02443447445
707	0.02443073145
708	0.02442589676
709	0.02442230916
710	0.02442004259
711	0.02441779321
712	0.02441462196
713	0.02441436634
714	0.02441034882
715	0.02440608077
716	0.02440201237
717	0.02439800097
718	0.02439656231
719	0.02439532657
720	0.02439283929
721	0.02439059718
722	0.02438420236
723	0.02438351427
724	0.02438014279
725	0.02437518144
726	0.02437021201
727	0.02436475528
728	0.02436174485
729	0.02436025612
730	0.02435826088
731	0.02435446968
732	0.02435171124
733	0.02434996871
734	0.0243457158
735	0.02434158907
736	0.02433966319
737	0.02433810166
738	0.02433603621
739	0.02433331803
740	0.02433243694
741	0.02432987348
742	0.02432678198
743	0.02432596301
744	0.02432338732
745	0.02431998599
746	0.0243160573
747	0.02431461988
748	0.02431184794
749	0.0243072011
750	0.02430391587
751	0.0242998929
752	0.02429722687
753	0.0242935636
754	0.02429029736
755	0.02428849855
756	0.0242844703
757	0.0242815923
758	0.02427799868
759	0.02427613723
760	0.02427174995
761	0.02427019819
762	0.02426774349
763	0.02426410326
764	0.02426099794
765	0.02425794293
766	0.02425736773
767	0.02425358884
768	0.02425008599
769	0.02424605364
770	0.02424262141
771	0.02423980917
772	0.02423694819
773	0.02423660508
774	0.02423284575
775	0.02422813963
776	0.02422662648
777	0.02422410808
